gene_accession,cipmet0none_S1,cipmet0none_S2,cipmet0none_S3
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,2481.0,3125.0,3170.0
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,856.0,2369.0,1802.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,16.0,0.0,29.0
MEG_2536|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,5.0,0.0,0.0
MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,4354.0,4449.0,4339.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,30.0,0.0,16.0
MEG_6794|Drugs|betalactams|Class_A_betalactamases|TEM,14.0,0.0,0.0
MEG_4175|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,425.0,480.0,451.0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,499.0,728.0,885.0
MEG_6897|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,10.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,325.0,804.0,662.0
MEG_7598|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYB,0.0,52.0,0.0
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,75.0,0.0,0.0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,63.0,0.0,22.0
MEG_1731|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_30S_ribosomal_protein_S12|RPSL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,9.0,0.0
MEG_2643|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,23.0,10.0,22.0
MEG_4339|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,136.0,118.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,27.0,0.0
MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_913|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,231.0,0.0,0.0
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,141.0,23.0,107.0
MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,50.0,0.0
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,30.0,0.0,33.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,45.0,0.0,33.0
MEG_4348|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,155.0,107.0
MEG_3910|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,440.0,0.0,0.0
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,12.0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,172.0,243.0,215.0
MEG_3175|Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,4352.0,6424.0,6191.0
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,1316.0,84.0,38.0
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1705.0,2457.0,2600.0
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,7821.0,9297.0,9737.0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,13418.0,18685.0,18482.0
MEG_8077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,150.0,132.0,555.0
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,165.0,0.0,60.0
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,91.0,93.0,461.0
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,1686.0,107.0,52.0
MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,33.0,65.0
MEG_372|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,823.0,40.0,0.0
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2602|Drugs|betalactams|Class_C_betalactamases|DHA,20.0,0.0,21.0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,15.0,10.0,0.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,5435.0,6758.0,6807.0
MEG_8289|Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPK|RequiresSNPConfirmation,435.0,958.0,817.0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,18.0,0.0,0.0
MEG_7085|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,43.0,0.0,0.0
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,2543.0,3643.0,3598.0
MEG_3760|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,0.0,0.0,1961.0
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,10013.0,13675.0,13418.0
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,9.0,0.0
MEG_211|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,117.0,32.0,0.0
MEG_2597|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,26.0,0.0
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,36.0,74.0,34.0
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,2807.0,3943.0,3872.0
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,12.0,28.0,0.0
MEG_8710|Drugs|betalactams|Class_A_betalactamases|TEM,9.0,0.0,0.0
MEG_875|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,6.0,0.0
MEG_7863|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,457.0,0.0,584.0
MEG_4008|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,1074.0,1630.0,1629.0
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,3957.0,5504.0,5718.0
MEG_1363|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,56.0,0.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,0.0,138.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,673.0,735.0,687.0
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,44.0,61.0,49.0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,2089.0,2605.0,3664.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,1687.0,112.0,44.0
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0.0,27.0,0.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,863.0,2098.0,2200.0
MEG_374|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,8.0,0.0
MEG_2676|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,161.0,228.0,202.0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,31.0,75.0,234.0
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,70.0,80.0,291.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,594.0,888.0,755.0
MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,15.0
MEG_2734|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR,3562.0,5079.0,5081.0
MEG_2962|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,26.0,19.0,0.0
MEG_2537|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,16.0,0.0,0.0
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,12.0,244.0,91.0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4564.0,6110.0,6192.0
MEG_2441|Metals|Copper_resistance|Copper_resistance_protein|CUEP,0.0,0.0,31.0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1739.0,2237.0,2339.0
MEG_3183|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,31.0,25.0,67.0
MEG_6514|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITB,0.0,0.0,375.0
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,0.0,12.0,0.0
MEG_6691|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,22.0
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,8.0,0.0
MEG_6161|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,8.0,23.0
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,1120.0,2565.0,3214.0
MEG_8143|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLB|RequiresSNPConfirmation,87.0,108.0,0.0
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1647.0,3755.0,2957.0
MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,14.0
MEG_4351|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,100.0,0.0
MEG_7460|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0.0,34.0,0.0
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,34.0,0.0,0.0
MEG_933|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,14.0,0.0
MEG_7083|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,42.0,0.0,0.0
MEG_7136|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,78.0,100.0,0.0
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,365.0,51.0,0.0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,0.0,55.0
MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,36.0,0.0,159.0
MEG_3873|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,5.0,144.0,22.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,1110.0,2977.0,3606.0
MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1851.0,2177.0,1565.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,4334.0,5950.0,5705.0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0.0,1183.0,375.0
MEG_4240|Drugs|betalactams|Class_A_betalactamases|OKP,0.0,35.0,0.0
MEG_6516|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITD,0.0,0.0,31.0
MEG_4197|Metals|Nickel_resistance|Nickel_resistance_protein|NIRC,0.0,219.0,0.0
MEG_6682|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,11.0
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,0.0,90.0,137.0
MEG_6686|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,10.0,0.0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,339.0,824.0,837.0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,9424.0,13550.0,13267.0
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,4728.0,6186.0,6059.0
MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,2696.0,3940.0,3748.0
MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3951|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,23.0,0.0
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,72.0,102.0,70.0
MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA,0.0,300.0,68.0
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,1764.0,2214.0,2367.0
MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,17.0,0.0
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,18.0,0.0,0.0
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,2750.0,3777.0,3713.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,946.0,1397.0,1427.0
MEG_4336|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,114.0,0.0
MEG_6670|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,11.0
MEG_1567|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,25.0,43.0,26.0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,734.0,0.0,53.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2600.0,3366.0,3595.0
MEG_2645|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,38.0
MEG_2494|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,22.0,0.0,0.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,6929.0,3444.0,2695.0
MEG_7061|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,41.0,34.0,31.0
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,8009.0,10968.0,10436.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,3160.0,4289.0,4263.0
MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,2276.0,146.0,65.0
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,1334.0,1373.0,1394.0
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,9448.0,13367.0,13326.0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2245.0,3184.0,3350.0
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,7694.0,10458.0,10073.0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,0.0,149.0
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2843.0,3875.0,3761.0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,8.0,0.0
MEG_2603|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,23.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,44.0,61.0,219.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2769.0,465.0,129.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,653.0,759.0,811.0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,33.0,125.0,138.0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,2041.0,2998.0,2960.0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,21.0,0.0,0.0
MEG_410|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,9045.0,12282.0,11359.0
MEG_680|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADED,0.0,87.0,0.0
MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,0.0,0.0,125.0
MEG_4196|Metals|Nickel_resistance|Nickel_resistance_protein|NIRB,0.0,62.0,0.0
MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,8.0,0.0,0.0
MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,213.0,165.0,0.0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,3522.0,4994.0,4946.0
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,95.0,228.0,195.0
MEG_3619|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0.0,32.0,0.0
MEG_8700|Multi-compount|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,4664.0,4559.0,3903.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,62.0,92.0,230.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,937.0,1278.0,1327.0
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,582.0,284.0
MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4217|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NREB,1890.0,50.0,0.0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2382.0,3242.0,3173.0
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,450.0,642.0,623.0
MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,0.0,14.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,32.0,63.0,75.0
MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE,17.0,20.0,161.0
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,19.0,0.0,0.0
MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3563.0,5346.0,4930.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,383.0,493.0,488.0
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,2156.0,3511.0,3253.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,4.0,0.0
MEG_2988|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,11.0,0.0,0.0
MEG_2116|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,378.0,1167.0,837.0
MEG_2873|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,4431.0,6127.0,6093.0
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,6844.0,9593.0,8698.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,3427.0,4821.0,4986.0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,85.0,327.0
MEG_2585|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,33.0,0.0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,76.0,107.0,101.0
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,107.0,0.0,0.0
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2812.0,3547.0,3604.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,15.0,10.0,0.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,416.0,0.0,19.0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,645.0,1866.0,1509.0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,5395.0,7315.0,7188.0
MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA,120.0,205.0,188.0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,672.0,1630.0,1329.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,359.0,0.0,38.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,65.0,77.0,0.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,717.0,997.0,2533.0
MEG_697|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,812.0,0.0,0.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,60.0,100.0,294.0
MEG_8287|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,512.0,802.0,794.0
MEG_6671|Drugs|betalactams|Class_A_betalactamases|TEM,14.0,11.0,0.0
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,30.0,32.0,106.0
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,1827.0,2379.0,2234.0
MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,22.0,26.0,0.0
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,4666.0,6297.0,6199.0
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,3094.0,4214.0,4245.0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,119.0,377.0,273.0
MEG_2524|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,8.0,0.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,114.0,228.0,0.0
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,2504.0,3394.0,3320.0
MEG_4367|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,71.0,0.0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,0.0,1.0,2.0
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,229.0,336.0,119.0
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,40.0,160.0
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,3473.0,4834.0,4966.0
MEG_5336|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,74.0,67.0,163.0
MEG_4127|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRY,0.0,19.0,0.0
MEG_2594|Drugs|betalactams|Class_C_betalactamases|DHA,45.0,0.0,0.0
MEG_3739|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,0.0,0.0,241.0
MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,1578.0,0.0,0.0
MEG_2968|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,159.0,19.0,0.0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,867.0,1319.0,1254.0
